collected_date,reported_date,lcc_name,municipality,confirmed_child_cases,confirmed_staff_provider_cases,confirmed_unspecified_cases,total_confirmed_cases
2021-06-01,2021-06-02,SKD-Roméo Dallaire Public School,Ajax,0,2,0,2
2021-06-01,2021-06-02,SMART LITTLE CHILDREN DAYCARE CENTRE,Oakville,1,0,0,1
2021-06-01,2021-06-02,St. Francis Early Learning and Care Centre,Hamilton,1,0,0,1
2021-06-01,2021-06-02,St. Jude Child Care Centre,Brampton,3,0,0,3
2021-06-01,2021-06-02,St. Martin's Manor Early Learning Centre,Hamilton,2,1,0,3
2021-06-01,2021-06-02,St. Maurice Child Care Centre,Toronto,1,0,0,1
2021-06-01,2021-06-02,Sunshine & Rainbows Christian Daycare Centre,Hamilton,2,1,0,3
2021-06-01,2021-06-02,Super Kids Day Care Centres Inc.,Toronto,2,0,0,2
2021-06-01,2021-06-02,Tender Treasures Montessori School of Woodbridge Inc.,Vaughan,1,0,0,1
2021-06-01,2021-06-02,The Early Childhood Academy Corp.,Caledon,3,0,0,3
2021-06-01,2021-06-02,The Toy Box Early Childhood Education Centre Inc,Windsor,0,2,0,2
2021-06-01,2021-06-02,Thomas Berry Early Learning & Child Care Centre,Toronto,0,1,0,1
2021-06-01,2021-06-02,Tillsonburg Little School,Tillsonburg,5,3,0,8
2021-06-01,2021-06-02,Tiny Hoppers Early Learning Centres Stoney Creek Paramount,Hamilton,10,2,0,12
2021-06-01,2021-06-02,TINY HOPPERS EARLY LEARNING CENTRE STONEY CREEK RYMAL,Hamilton,10,5,0,15
2021-06-01,2021-06-02,Today's Family Child Development Centre - Burlington,Burlington,0,1,0,1
2021-06-01,2021-06-02,Today's Family- Franklin Road,Hamilton,2,1,0,3
2021-06-01,2021-06-02,Toronto Home Child Care Agency (#0000415) (City of Toronto) (two locations),Toronto,2,1,0,3
2021-06-01,2021-06-02,TOT TOWN CHILDCARE,Toronto,1,0,0,1
2021-06-01,2021-06-02,Twinkle Stars Private Home Day Care,Toronto,3,0,0,3
2021-06-01,2021-06-02,Two Short Storeys,Toronto,0,2,0,2
2021-06-01,2021-06-02,Upper Canada Creative Child Care Centres - Armitage Village Child Care Centre,Newmarket,0,1,0,1
2021-06-01,2021-06-02,Vanier Co-operative Childcare Centre,Ottawa,0,2,0,2
2021-06-01,2021-06-02,Vincent Massey Academy - (521909 Ontario Ltd.),Toronto,1,0,0,1
2021-06-01,2021-06-02,Way To Grow Daycare - St. Catharines,St. Catharines,1,1,0,2
2021-06-01,2021-06-02,Wee Watch - Oshawa/Bowmanville,Clarington,0,1,0,1
2021-06-01,2021-06-02,Wee Watch Private Home Day Care - Pickering (two locations),Markham,4,1,0,5
2021-06-01,2021-06-02,Wee Watch Private Home Day Care  - Whitby,Whitby,4,1,0,5
2021-06-01,2021-06-02,West Carleton Kids' Korner Inc.,Ottawa,0,1,0,1
2021-06-01,2021-06-02,Western Heights Montessori Academy,Mississauga,1,0,0,1
2021-06-01,2021-06-02,White Pines Montessori School,Mississauga,1,0,0,1
2021-06-01,2021-06-02,Willowbrae Academy Bayview Village,Toronto,1,2,0,3
2021-06-01,2021-06-02,Willowbrae Academy Etobicoke,Toronto,0,1,0,1
2021-06-01,2021-06-02,YMCA Child Care - Ernest Cumberland,New Tecumseth,2,0,0,2
2021-06-01,2021-06-02,YMCA of Three Rivers Child Care - Jean Little,Guelph,1,0,0,1
2021-06-01,2021-06-02,YMCA of Timmins Balsam Street Child Care Centre,Timmins,1,2,0,3
2021-06-01,2021-06-02,YMCA of Timmins Croatia Avenue Child Care Centre,Timmins,0,1,0,1
2021-06-01,2021-06-02,YMCA Timmins Family YMCA,Timmins,6,3,0,9
2021-06-01,2021-06-02,Yonge Hearts Child Care Centre (City Centre Child Care - North York),Toronto,3,0,0,3
2021-06-01,2021-06-02,Yorkview Kids Care - North York Inc.,Toronto,1,0,0,1
2021-06-01,2021-06-02,Young Parent Support Program - Pembroke Site,Pembroke,0,1,0,1
2021-06-02,2021-06-03,Aamjiwnaang First Nation Child Care Centre,Sarnia,1,0,0,1
2021-06-02,2021-06-03,A.B.C. Daycare Centre,St. Catharines,1,0,0,1
2021-06-02,2021-06-03,ACW- Kids World,Welland,0,1,0,1
2021-06-02,2021-06-03,"Agence de garde ""La Maisonnée""",Ottawa,4,1,0,5
2021-06-02,2021-06-03,Andrew Fleck Child Care Centre,Ottawa,2,1,0,3
2021-06-02,2021-06-03,Angelic Treasures Christian Childcare Centre,Mississauga,13,2,0,15
2021-06-02,2021-06-03,Arpi Nursery School Inc.,Toronto,1,0,0,1
2021-06-02,2021-06-03,Babies 'N' Blocks,Oshawa,2,1,0,3
2021-06-02,2021-06-03,Beyond Montessori School,St. Catharines,0,1,0,1
2021-06-02,2021-06-03,Big Hearts Day Care Centre,Oshawa,2,0,0,2
2021-06-02,2021-06-03,Bishop Hamilton Montessori School,Ottawa,1,0,0,1
2021-06-02,2021-06-03,Blue Bell Academy Inc.,Toronto,9,2,0,11
2021-06-02,2021-06-03,Brant Children's Centre,Burlington,11,6,0,17
2021-06-02,2021-06-03,Brian's Petit Amis Children's Centre - North York,Toronto,1,0,0,1
2021-06-02,2021-06-03,Bridlewood Child Learning Centre,Ottawa,1,0,0,1
2021-06-02,2021-06-03,Bridlewood Jr. Y. Day Care - (YMCA),Toronto,1,0,0,1
2021-06-02,2021-06-03,BrightPath Burlington,Burlington,1,0,0,1
2021-06-02,2021-06-03,BrightPath Charolais,Brampton,1,0,0,1
2021-06-02,2021-06-03,BrightPath Traders,Mississauga,0,1,0,1
2021-06-02,2021-06-03,BrightPath Wolfedale,Mississauga,2,1,0,3
2021-06-02,2021-06-03,Brookhaven Child Care (North York),Toronto,0,1,0,1
2021-06-02,2021-06-03,Building Blocks Montessori & Preschool-Fourth Line,Milton,4,5,0,9
2021-06-02,2021-06-03,Calvary Church Day Care Centre,Norfolk County,1,0,0,1
2021-06-02,2021-06-03,Capital Day Care Centre,Ottawa,0,1,0,1
2021-06-02,2021-06-03,Caring for Kids Non-Profit Private Home Day Care,Brampton,2,0,0,2
2021-06-02,2021-06-03,Carleton Village Early Learning Centre,Toronto,0,1,0,1
2021-06-02,2021-06-03,Cedarbrae Day Nurseries (1385 Midland),Toronto,0,2,0,2
2021-06-02,2021-06-03,Centennial College/Progress Campus Child Care (941 Progress),Toronto,1,1,0,2
2021-06-02,2021-06-03,Centre des Petits d`Ottawa (2005) Inc.,Ottawa,0,1,0,1
2021-06-02,2021-06-03,Centre éducatif Brin de Soleil - Horizon Jeunesse,Ottawa,0,1,0,1
2021-06-02,2021-06-03,Centre éducatif Coeur des Jeunes Saint-Rémi,Ottawa,1,0,0,1
2021-06-02,2021-06-03,Centre Éducatif Rayon de Soleil-Timmins,Timmins,2,0,0,2
2021-06-02,2021-06-03,Children's Choice Day Care,Brampton,4,2,0,6
2021-06-02,2021-06-03,Children's Learning Garden Inc,Mississauga,1,0,0,1
2021-06-02,2021-06-03,Childventures Early Learning Academy,Richmond Hill,1,0,0,1
2021-06-02,2021-06-03,Childventures Early Learning Academy - Ancaster,Hamilton,0,1,0,1
2021-06-02,2021-06-03,Childventures Meadowvale Early Learning Academy Inc.,Mississauga,5,1,0,6
2021-06-02,2021-06-03,COMMUNITY HOME CHILD CARE,London,0,1,0,1
2021-06-02,2021-06-03,Cougar Court Childcare Centre (897623 Ontario Limited) (3225 Eglinton Ave East),Toronto,1,0,0,1
2021-06-02,2021-06-03,Country Casa Montessori and Daycare,Whitchurch-Stouffville,1,1,0,2
2021-06-02,2021-06-03,Creative Minds children services inc,Brantford,4,1,0,5
2021-06-02,2021-06-03,Curious Caterpillars,Toronto,0,1,0,1
2021-06-02,2021-06-03,Discovery Place Child Care Centre Ltd.,Toronto,1,0,0,1
2021-06-02,2021-06-03,Distillery District Early Learning Centre,Toronto,2,0,0,2
2021-06-02,2021-06-03,Dolphin Tale Child Care Ltd.,Ottawa,1,0,0,1
2021-06-02,2021-06-03,Dolson YMCA,Brampton,0,1,0,1
2021-06-02,2021-06-03,Dr. Ernest Couture Child Care Centre,Ottawa,0,1,0,1
2021-06-02,2021-06-03,Dublin Heights Community Child Care Inc.,Toronto,1,0,0,1
2021-06-02,2021-06-03,Edgeley Early Learning & Child Care Centre,Toronto,1,0,0,1
2021-06-02,2021-06-03,Educare Children's Centre,Brockville,1,0,0,1
2021-06-02,2021-06-03,Educare Children's Centre,Mississauga,2,0,0,2
2021-06-02,2021-06-03,EMMANUEL AT BRIGHTON CHILD CARE CENTRE,Waterloo,0,1,0,1
2021-06-02,2021-06-03,Fairview Glen Montessori,Burlington,1,0,0,1
2021-06-02,2021-06-03,Family Day Care Services - Home Child Care (PHDC) (two locations),Toronto,1,1,0,2
2021-06-02,2021-06-03,Family Day Care Services - St. Bernadette Child Care Centre,Mississauga,0,1,0,1
2021-06-02,2021-06-03,Family Day Care Services (St. Sylvester Child Care Centre),Toronto,2,1,0,3
2021-06-02,2021-06-03,First Steps Child Care,Pickering,1,0,0,1
2021-06-02,2021-06-03,First Years Montessori,Burlington,1,2,0,3
2021-06-02,2021-06-03,Fort Erie Regional Child Care Centre,Fort Erie,1,0,0,1
2021-06-02,2021-06-03,Garderie le Petit Voilier,Tiny,2,1,0,3
2021-06-02,2021-06-03,Garderie Mon Petit Jardin,Toronto,0,1,0,1
2021-06-02,2021-06-03,Gateway Day Care Centre (466559 Ontario Ltd.),Toronto,1,0,0,1
2021-06-02,2021-06-03,George Webster YMCA Child Care,Toronto,1,3,0,4
2021-06-02,2021-06-03,Giant Leap Childcare Inc.,Brampton,1,3,0,4
2021-06-02,2021-06-03,Glebe Montessori School,Ottawa,1,0,0,1
2021-06-02,2021-06-03,Global Home Child Care (two locations),Ottawa,2,0,0,2
2021-06-02,2021-06-03,HAPPY KIDS CHILD CARE INC,Ajax,5,0,0,5
2021-06-02,2021-06-03,Head Start Montessori,Toronto,1,1,0,2
2021-06-02,2021-06-03,Helping Hands - Courtice,Clarington,1,0,0,1
2021-06-02,2021-06-03,Helping Hands Daycare Millbrook,Cavan Monaghan,7,3,0,10
2021-06-02,2021-06-03,Helping Hands Daycare - Pickering,Pickering,0,1,0,1
2021-06-02,2021-06-03,Helping Hands - Whitby,Oshawa,3,0,0,3
2021-06-02,2021-06-03,Jelly Bean Academy,Vaughan,1,0,0,1
2021-06-02,2021-06-03,Junior Scholars Preschool,Mississauga,0,1,0,1
2021-06-02,2021-06-03,Khalsa Montessori School,Brampton,0,1,0,1
2021-06-02,2021-06-03,KIDLOGIC . BURLINGTON,Burlington,1,0,0,1
2021-06-02,2021-06-03,KIDLOGIC LONDON INC.,London,2,0,0,2
2021-06-02,2021-06-03,Kidorable Child Care Centre - Jim Ashton,London,1,1,0,2
2021-06-02,2021-06-03,Kids & Company - Bloor Street Site,Toronto,6,3,0,9
2021-06-02,2021-06-03,Kids & Company King and Highline,Toronto,0,1,0,1
2021-06-02,2021-06-03,Kids & Company Mississauga,Mississauga,1,0,0,1
2021-06-02,2021-06-03,Kids Corner Learning Centre Inc.,Ajax,2,0,0,2
2021-06-02,2021-06-03,Kidtopia Child Care Centre,Mississauga,0,1,0,1
2021-06-02,2021-06-03,Kidzdome Preschool - Nelles,Grimsby,2,0,0,2
2021-06-02,2021-06-03,Kinderland Education and Childcare Centre,Vaughan,1,0,0,1
2021-06-02,2021-06-03,Kingsview Child Care Inc.,Toronto,1,1,0,2
2021-06-02,2021-06-03,La Boîte à soleil - Franco-Niagara,Welland,1,0,0,1
2021-06-02,2021-06-03,"La Coccinelle, Des Sentiers",Ottawa,0,1,0,1
2021-06-02,2021-06-03,La Coccinelle Reine des Bois,Ottawa,1,0,0,1
2021-06-02,2021-06-03,La Garderie Des Moussaillons - Full-Day Child Care,Markham,0,1,0,1
2021-06-02,2021-06-03,La Petite Etoile et Club après-l'école,Niagara Falls,1,0,0,1
2021-06-02,2021-06-03,Latchkey Day Care & Learning Centre - Our Lady of Mount Carmel,Windsor,0,1,0,1
2021-06-02,2021-06-03,La Villa Montessori School Inc.,Mississauga,2,1,0,3
2021-06-02,2021-06-03,Learning Garden Childcare,Toronto,1,0,0,1
2021-06-02,2021-06-03,Learning Jungle School,Mississauga,1,0,0,1
2021-06-02,2021-06-03,"Le Cerf-Volant, école Marius Barbeau",Ottawa,1,0,0,1
2021-06-02,2021-06-03,Les Bouts d'Choux,Toronto,3,3,0,6
2021-06-02,2021-06-03,Les Coccinelles - Renaissance,Burlington,1,0,0,1
2021-06-02,2021-06-03,Les Lucioles Oshawa,Oshawa,5,1,0,6
2021-06-02,2021-06-03,Little Bloomers Childcare Centre,Brampton,2,1,0,3
2021-06-02,2021-06-03,Little Kids Daycare Center,Oakville,9,4,0,13
2021-06-02,2021-06-03,Lullaboo nursery and childcare center,Brampton,1,1,0,2
2021-06-02,2021-06-03,Lullaboo Nursery & Childcare Center,Cambridge,1,0,0,1
2021-06-02,2021-06-03,Malvern Early Learning & Child Care Centre,Toronto,0,1,0,1
2021-06-02,2021-06-03,Martin Luther Church Day Nursery Inc.,Toronto,1,0,0,1
2021-06-02,2021-06-03,Meadowvale YMCA Child Care Centre,Mississauga,1,0,0,1
2021-06-02,2021-06-03,Metcalfe Home Day Care,Ottawa,0,1,0,1
2021-06-02,2021-06-03,Mill Valley Child Care (B.F. Toronto Centre),Toronto,2,0,0,2
2021-06-02,2021-06-03,MINI-SKOOL - CAWTHRA ROAD,Mississauga,0,1,0,1
2021-06-02,2021-06-03,Mississauga Ridgeway YMCA Child Care Centre,Mississauga,1,0,0,1
2021-06-02,2021-06-03,Mothercraft Ottawa Private Home Day Care,Ottawa,2,0,0,2
2021-06-02,2021-06-03,Mother of Compassion Child Care Centre,Toronto,1,0,0,1
2021-06-02,2021-06-03,Netivot HaTorah Day School,Vaughan,2,0,0,2
2021-06-02,2021-06-03,Network Child Care Services - PHDC (two locations),Toronto,2,0,0,2
2021-06-02,2021-06-03,Niwasa Early Learning and Child Care Centre,Hamilton,0,1,0,1
2021-06-02,2021-06-03,OAKVILLE FAMILY YMCA - DR. DAVID R. WILLIAMS JUNIOR YMCA,Oakville,1,0,0,1
2021-06-02,2021-06-03,Oppekehawso  Wekamik Centre,Timmins,1,2,0,3
2021-06-02,2021-06-03,Oscar Peterson YMCA Child Care,Whitchurch-Stouffville,1,0,0,1
2021-06-02,2021-06-03,Parkdale Early Learning Centre - CDI,Toronto,1,0,0,1
2021-06-02,2021-06-03,Pathways Academy & Early Learning Centre,Niagara Falls,2,0,0,2
2021-06-02,2021-06-03,Pinecrest Queensway Headstart Childcare Centre,Ottawa,1,0,0,1
2021-06-02,2021-06-03,PLASP - Bishop Scalabrini C.S.,Mississauga,0,1,0,1
2021-06-02,2021-06-03,PLASP - St. Daniel Comboni,Brampton,1,0,0,1
2021-06-02,2021-06-03,Precious Ones Bilingual Preschool Corp.,Toronto,0,1,0,1
2021-06-02,2021-06-03,Prince Edward Montessori School,Mississauga,2,0,0,2
2021-06-02,2021-06-03,P.R.Y.D.E. at Maple Ridge,Pickering,0,1,0,1
2021-06-02,2021-06-03,Quality Foundations Childcare,Hamilton,7,4,0,11
2021-06-02,2021-06-03,Queen Elizabeth School Age and Full Day Program,Oshawa,1,0,0,1
2021-06-02,2021-06-03,Queen Victoria Childcare Centre (formerly Parkdale Beach Childcare Centre),Toronto,1,0,0,1
2021-06-02,2021-06-03,Rainbow Village Day Care Centre I,Mississauga,3,0,0,3
2021-06-02,2021-06-03,ROCKET ACADEMY & EARLY LEARNING CENTRE,Brampton,0,1,0,1
2021-06-02,2021-06-03,Royal Day Care Weston Inc.,Toronto,1,1,0,2
2021-06-02,2021-06-03,"Service à l'enfance Aladin, site Sainte-Anne",Ottawa,4,4,0,8
2021-06-02,2021-06-03,SIMPLY KIDS INC.,London,11,3,0,14
2021-06-02,2021-06-03,Sir Samuel B Steele YMCA Child Care (YMCA),Toronto,1,0,0,1
2021-06-02,2021-06-03,SMART LITTLE CHILDREN DAYCARE CENTRE,Oakville,1,0,0,1
2021-06-02,2021-06-03,St. Jude Child Care Centre,Brampton,3,0,0,3
2021-06-02,2021-06-03,St. Martin's Manor Early Learning Centre,Hamilton,2,1,0,3
2021-06-02,2021-06-03,St. Maurice Child Care Centre,Toronto,1,0,0,1
2021-06-02,2021-06-03,Sunshine & Rainbows Christian Daycare Centre,Hamilton,2,1,0,3
2021-06-02,2021-06-03,Super Kids Day Care Centres Inc.,Toronto,2,0,0,2
2021-06-02,2021-06-03,Tender Treasures Montessori School of Woodbridge Inc.,Vaughan,1,0,0,1
2021-06-02,2021-06-03,The Early Childhood Academy Corp.,Caledon,3,0,0,3
2021-06-02,2021-06-03,The Toy Box Early Childhood Education Centre Inc,Windsor,0,2,0,2
2021-06-02,2021-06-03,Tillsonburg Little School,Tillsonburg,5,3,0,8
2021-06-02,2021-06-03,Tiny Hoppers Early Learning Centres Stoney Creek Paramount,Hamilton,10,2,0,12
2021-06-02,2021-06-03,TINY HOPPERS EARLY LEARNING CENTRE STONEY CREEK RYMAL,Hamilton,10,5,0,15
2021-06-02,2021-06-03,Today's Family Child Development Centre - Burlington,Burlington,0,1,0,1
2021-06-02,2021-06-03,Today's Family Children's Centre - Hamilton,Hamilton,1,0,0,1
2021-06-02,2021-06-03,Today's Family- Franklin Road,Hamilton,2,1,0,3
2021-06-02,2021-06-03,Toronto Home Child Care Agency (#0000415) (City of Toronto) (two locations),Toronto,2,1,0,3
2021-06-02,2021-06-03,TOT TOWN CHILDCARE,Toronto,2,0,0,2
2021-06-02,2021-06-03,Tumpane Child Care Centre - (Ideal Child Services Group),Toronto,0,1,0,1
2021-06-02,2021-06-03,Twinkle Stars Private Home Day Care,Toronto,3,0,0,3
2021-06-02,2021-06-03,Two Short Storeys,Toronto,1,2,0,3
2021-06-02,2021-06-03,Vanier Co-operative Childcare Centre,Ottawa,0,2,0,2
2021-06-02,2021-06-03,Vincent Massey Academy - (521909 Ontario Ltd.),Toronto,1,0,0,1
2021-06-02,2021-06-03,Way To Grow Daycare - St. Catharines,St. Catharines,1,1,0,2
2021-06-02,2021-06-03,Wee Watch - Oshawa/Bowmanville (two locations),Clarington,1,1,0,2
2021-06-02,2021-06-03,Wee Watch Private Home Day Care - Pickering (two locations),Markham,4,1,0,5
2021-06-02,2021-06-03,Wee Watch Private Home Day Care  - Whitby,Whitby,4,1,0,5
2021-06-02,2021-06-03,West Carleton Kids' Korner Inc.,Ottawa,0,1,0,1
2021-06-02,2021-06-03,Western Heights Montessori Academy,Mississauga,1,0,0,1
2021-06-02,2021-06-03,White Pines Montessori School,Mississauga,1,0,0,1
2021-06-02,2021-06-03,Willowbrae Academy Bayview Village,Toronto,1,2,0,3
2021-06-02,2021-06-03,Willowbrae Academy Etobicoke,Toronto,0,1,0,1
2021-06-02,2021-06-03,YMCA Child Care - Ernest Cumberland,New Tecumseth,2,0,0,2
2021-06-02,2021-06-03,YMCA of Three Rivers Child Care - Jean Little,Guelph,1,0,0,1
2021-06-02,2021-06-03,YMCA of Timmins Balsam Street Child Care Centre,Timmins,1,2,0,3
2021-06-02,2021-06-03,YMCA of Timmins Croatia Avenue Child Care Centre,Timmins,0,1,0,1
2021-06-02,2021-06-03,YMCA Timmins Family YMCA,Timmins,6,3,0,9
2021-06-02,2021-06-03,Yonge Hearts Child Care Centre (City Centre Child Care - North York),Toronto,3,0,0,3
2021-06-02,2021-06-03,Yorkview Kids Care - North York Inc.,Toronto,1,0,0,1
2021-06-02,2021-06-03,Young Parent Support Program - Pembroke Site,Pembroke,0,1,0,1
2021-06-03,2021-06-04,Aamjiwnaang First Nation Child Care Centre,Sarnia,1,0,0,1
2021-06-03,2021-06-04,A.B.C. Daycare Centre,St. Catharines,1,0,0,1
2021-06-03,2021-06-04,ACW- Kids World,Welland,1,1,0,2
2021-06-03,2021-06-04,"Agence de garde ""La Maisonnée""",Ottawa,4,1,0,5
2021-06-03,2021-06-04,Andrew Fleck Child Care Centre,Ottawa,2,1,0,3
2021-06-03,2021-06-04,Arpi Nursery School Inc.,Toronto,2,0,0,2
2021-06-03,2021-06-04,Babies 'N' Blocks,Oshawa,2,1,0,3
2021-06-03,2021-06-04,Beyond Montessori School,St. Catharines,0,1,0,1
2021-06-03,2021-06-04,Big Hearts Day Care Centre,Oshawa,2,0,0,2
2021-06-03,2021-06-04,Bishop Hamilton Montessori School,Ottawa,1,0,0,1
2021-06-03,2021-06-04,Blue Bell Academy Inc.,Toronto,9,2,0,11
2021-06-03,2021-06-04,Brant Children's Centre,Burlington,11,6,0,17
2021-06-03,2021-06-04,Brian's Petit Amis Children's Centre - North York,Toronto,1,0,0,1
2021-06-03,2021-06-04,Bridlewood Child Learning Centre,Ottawa,1,0,0,1
2021-06-03,2021-06-04,Bridlewood Jr. Y. Day Care - (YMCA),Toronto,1,0,0,1
2021-06-03,2021-06-04,BrightPath Burlington,Burlington,1,0,0,1
2021-06-03,2021-06-04,BrightPath Charolais,Brampton,1,0,0,1
2021-06-03,2021-06-04,BrightPath Traders,Mississauga,0,1,0,1
2021-06-03,2021-06-04,Building Blocks Montessori & Preschool-Fourth Line,Milton,4,5,0,9
2021-06-03,2021-06-04,Carleton Village Early Learning Centre,Toronto,0,1,0,1
2021-06-03,2021-06-04,Cedarbrae Day Nurseries (1385 Midland),Toronto,0,2,0,2
2021-06-03,2021-06-04,Centre éducatif Brin de Soleil - Horizon Jeunesse,Ottawa,0,1,0,1
2021-06-03,2021-06-04,Centre éducatif Coeur des Jeunes Saint-Rémi,Ottawa,1,0,0,1
2021-06-03,2021-06-04,Centre Éducatif Rayon de Soleil-Timmins,Timmins,2,0,0,2
2021-06-03,2021-06-04,Children's Choice Day Care,Brampton,4,2,0,6
2021-06-03,2021-06-04,Children's Learning Garden Inc,Mississauga,1,0,0,1
2021-06-03,2021-06-04,Childventures Early Learning Academy,Richmond Hill,1,0,0,1
2021-06-03,2021-06-04,Childventures Early Learning Academy - Ancaster,Hamilton,0,1,0,1
2021-06-03,2021-06-04,Childventures Meadowvale Early Learning Academy Inc.,Mississauga,5,1,0,6
2021-06-03,2021-06-04,Cougar Court Childcare Centre (897623 Ontario Limited) (3225 Eglinton Ave East),Toronto,1,0,0,1
2021-06-03,2021-06-04,Creative Minds children services inc,Brantford,4,1,0,5
2021-06-03,2021-06-04,Curious Caterpillars,Toronto,0,1,0,1
2021-06-03,2021-06-04,Distillery District Early Learning Centre,Toronto,2,0,0,2
2021-06-03,2021-06-04,Dolphin Tale Child Care Ltd.,Ottawa,1,0,0,1
2021-06-03,2021-06-04,Dolson YMCA,Brampton,0,1,0,1
2021-06-03,2021-06-04,Dr. Ernest Couture Child Care Centre,Ottawa,0,1,0,1
2021-06-03,2021-06-04,Dublin Heights Community Child Care Inc.,Toronto,1,0,0,1
2021-06-03,2021-06-04,Edgeley Early Learning & Child Care Centre,Toronto,1,0,0,1
2021-06-03,2021-06-04,Educare Children's Centre,Brockville,1,0,0,1
2021-06-03,2021-06-04,Educare Children's Centre,Mississauga,2,0,0,2
2021-06-03,2021-06-04,EMMANUEL AT BRIGHTON CHILD CARE CENTRE,Waterloo,0,1,0,1
2021-06-03,2021-06-04,Fairview Glen Montessori,Burlington,1,0,0,1
2021-06-03,2021-06-04,Family Day Care Services - Home Child Care (PHDC),Toronto,1,0,0,1
2021-06-03,2021-06-04,Family Day Care Services - St. Bernadette Child Care Centre,Mississauga,0,1,0,1
2021-06-03,2021-06-04,Family Day Care Services (St. Sylvester Child Care Centre),Toronto,2,1,0,3
2021-06-03,2021-06-04,First Steps Child Care,Pickering,2,0,0,2
2021-06-03,2021-06-04,First Years Montessori,Burlington,1,2,0,3
2021-06-03,2021-06-04,Fort Erie Regional Child Care Centre,Fort Erie,1,0,0,1
2021-06-03,2021-06-04,Garderie le Petit Voilier,Tiny,2,1,0,3
2021-06-03,2021-06-04,Garderie Mon Petit Jardin,Toronto,0,1,0,1
2021-06-03,2021-06-04,Gateway Day Care Centre (466559 Ontario Ltd.),Toronto,1,0,0,1
2021-06-03,2021-06-04,Giant Leap Childcare Inc.,Brampton,1,3,0,4
2021-06-03,2021-06-04,Glebe Montessori School,Ottawa,1,0,0,1
2021-06-03,2021-06-04,Global Home Child Care (two locations),Ottawa,2,0,0,2
2021-06-03,2021-06-04,HAPPY KIDS CHILD CARE INC,Ajax,5,0,0,5
2021-06-03,2021-06-04,Helping Hands Daycare - Pickering,Pickering,0,1,0,1
2021-06-03,2021-06-04,Helping Hands - Whitby,Oshawa,3,0,0,3
2021-06-03,2021-06-04,Jelly Bean Academy,Vaughan,1,0,0,1
2021-06-03,2021-06-04,Junior Scholars Preschool,Mississauga,0,1,0,1
2021-06-03,2021-06-04,KIDLOGIC . BURLINGTON,Burlington,1,0,0,1
2021-06-03,2021-06-04,KIDLOGIC LONDON INC.,London,2,0,0,2
2021-06-03,2021-06-04,Kidorable Child Care Centre - Jim Ashton,London,1,1,0,2
2021-06-03,2021-06-04,Kids & Company - Bloor Street Site,Toronto,6,3,0,9
2021-06-03,2021-06-04,Kids & Company Mississauga,Mississauga,1,0,0,1
2021-06-03,2021-06-04,Kids Corner Learning Centre Inc.,Ajax,2,0,0,2
2021-06-03,2021-06-04,Kidzdome Preschool - Nelles,Grimsby,2,0,0,2
2021-06-03,2021-06-04,Kingsview Child Care Inc.,Toronto,1,1,0,2
2021-06-03,2021-06-04,La Coccinelle Reine des Bois,Ottawa,1,0,0,1
2021-06-03,2021-06-04,La Garderie Des Moussaillons - Full-Day Child Care,Markham,0,1,0,1
2021-06-03,2021-06-04,La Petite Etoile et Club après-l'école,Niagara Falls,1,0,0,1
2021-06-03,2021-06-04,Latchkey Day Care & Learning Centre - Our Lady of Mount Carmel,Windsor,0,1,0,1
2021-06-03,2021-06-04,La Villa Montessori School Inc.,Mississauga,2,1,0,3
2021-06-03,2021-06-04,Learning Garden Childcare,Toronto,1,0,0,1
2021-06-03,2021-06-04,Learning Jungle School,Mississauga,1,0,0,1
2021-06-03,2021-06-04,"Le Cerf-Volant, école Marius Barbeau",Ottawa,1,0,0,1
2021-06-03,2021-06-04,Les Bouts d'Choux,Toronto,3,3,0,6
2021-06-03,2021-06-04,Les Coccinelles - Renaissance,Burlington,3,0,0,3
2021-06-03,2021-06-04,Les Lucioles Oshawa,Oshawa,5,1,0,6
2021-06-03,2021-06-04,Little Bloomers Childcare Centre,Brampton,2,1,0,3
2021-06-03,2021-06-04,Lullaboo nursery and childcare center,Brampton,1,1,0,2
2021-06-03,2021-06-04,Lullaboo Nursery & Childcare Center,Cambridge,1,0,0,1
2021-06-03,2021-06-04,Martin Luther Church Day Nursery Inc.,Toronto,1,0,0,1
2021-06-03,2021-06-04,Meadowvale YMCA Child Care Centre,Mississauga,1,0,0,1
2021-06-03,2021-06-04,Metcalfe Home Day Care,Ottawa,0,1,0,1
2021-06-03,2021-06-04,Mill Valley Child Care (B.F. Toronto Centre),Toronto,2,0,0,2
2021-06-03,2021-06-04,MINI-SKOOL - CAWTHRA ROAD,Mississauga,0,1,0,1
2021-06-03,2021-06-04,Mississauga Ridgeway YMCA Child Care Centre,Mississauga,1,0,0,1
2021-06-03,2021-06-04,Mothercraft Ottawa Private Home Day Care,Ottawa,2,0,0,2
2021-06-03,2021-06-04,Mother of Compassion Child Care Centre,Toronto,1,0,0,1
2021-06-03,2021-06-04,Netivot HaTorah Day School,Vaughan,2,0,0,2
2021-06-03,2021-06-04,Network Child Care Services - PHDC,Toronto,1,0,0,1
2021-06-03,2021-06-04,Niwasa Early Learning and Child Care Centre,Hamilton,0,1,0,1
2021-06-03,2021-06-04,Oppekehawso  Wekamik Centre,Timmins,1,2,0,3
2021-06-03,2021-06-04,Oscar Peterson YMCA Child Care,Whitchurch-Stouffville,1,0,0,1
