Date,Region,New_Tests,Total_Tests,Avg_Testing_Rate,Positivity,Turn_Around,Tests_epi_week
2021-06-11,Northern,173,93446,140,6.12,13.8,1022
2021-06-11,Unknown,10,20624,12,0,7.9,93
2021-06-11,Vancouver Coastal,1785,844679,1568.2857142857142,1.69,17.5,10968
2021-06-11,Vancouver Island,560,292543,501.85714285714283,1.34,16.8,3651
2021-06-12,BC,5246,2832689,5684.571428571428,2.69,15.2,39792
2021-06-12,Fraser,2506,1283416,2597.5714285714284,3.06,12.9,18183
2021-06-12,Interior,641,295882,839.2857142857143,3.69,15,5875
2021-06-12,Northern,86,93532,146,6.07,9.2,1022
2021-06-12,Unknown,14,20638,13.285714285714286,0,24.2,93
2021-06-12,Vancouver Coastal,1478,846157,1566.857142857143,1.7,24,10968
2021-06-12,Vancouver Island,521,293064,521.5714285714286,1.29,18.4,3651
2021-06-13,BC,4008,2836697,5678.714285714285,2.53,11.9,38188
2021-06-13,Fraser,1972,1285388,2583.5714285714284,2.83,11.1,17221
2021-06-13,Interior,600,296482,844,3.67,9.7,5450
2021-06-13,Northern,69,93601,137.42857142857142,5.51,10.1,706
2021-06-13,Unknown,8,20646,13,0,3.9,80
2021-06-13,Vancouver Coastal,974,847131,1570,1.6,18.2,11130
2021-06-13,Vancouver Island,385,293449,530.7142857142857,1.27,16,3601
2021-06-14,BC,4856,2841553,5647.428571428572,2.45,10.7,38188
2021-06-14,Fraser,2159,1287547,2574.1428571428573,2.77,10.6,17221
2021-06-14,Interior,822,297304,846.8571428571429,3.49,10.2,5450
2021-06-14,Northern,61,93662,126,5.33,5.5,706
2021-06-14,Unknown,9,20655,13,0,11,80
2021-06-14,Vancouver Coastal,1347,848478,1547.2857142857142,1.62,10.9,11130
2021-06-14,Vancouver Island,458,293907,540.1428571428571,1.03,15.2,3601
2021-06-15,BC,6171,2847724,5576.714285714285,2.35,14.8,38188
2021-06-15,Fraser,2744,1290291,2534.5714285714284,2.63,13.3,17221
2021-06-15,Interior,1038,298342,840.2857142857143,3.54,11.9,5450
2021-06-15,Northern,50,93712,119.42857142857143,4.67,6.4,706
2021-06-15,Unknown,19,20674,13.571428571428571,0,14.5,80
2021-06-15,Vancouver Coastal,1664,850142,1527.5714285714287,1.59,19.2,11130
2021-06-15,Vancouver Island,656,294563,541.2857142857143,0.9,18.1,3601
2021-06-16,BC,5766,2853490,5563.571428571428,2.28,14.1,38188
2021-06-16,Fraser,2419,1292710,2505.714285714286,2.53,11.7,17221
2021-06-16,Interior,843,299185,820.5714285714286,3.62,12.4,5450
2021-06-16,Northern,238,93950,120.28571428571429,3.92,24,706
2021-06-16,Unknown,16,20690,12.714285714285714,0,9.6,80
2021-06-16,Vancouver Coastal,1731,851873,1565.4285714285713,1.59,20.3,11130
2021-06-16,Vancouver Island,519,295082,538.8571428571429,0.69,15.4,3601
2021-06-17,BC,6040,2859530,5466.571428571428,2.23,14.9,38188
2021-06-17,Fraser,2642,1295352,2478.285714285714,2.52,12.6,17221
2021-06-17,Interior,745,299930,776.2857142857143,3.63,11.2,5450
2021-06-17,Northern,118,94068,113.57142857142857,3.9,11.7,706
2021-06-17,Unknown,12,20702,12.571428571428571,0,9.1,80
2021-06-17,Vancouver Coastal,1850,853723,1547,1.51,24,11130
2021-06-17,Vancouver Island,673,295755,538.8571428571429,0.58,19,3601
2021-06-18,BC,5546,2865076,5376.142857142857,2.23,17.6,38188
2021-06-18,Fraser,2421,1297773,2409,2.51,13.4,17221
2021-06-18,Interior,759,300689,778.2857142857143,3.58,18.3,5450
2021-06-18,Northern,115,94183,105.28571428571429,3.12,12.8,706
2021-06-18,Unknown,11,20713,12.714285714285714,0,9,80
2021-06-18,Vancouver Coastal,1818,855541,1551.7142857142858,1.61,24,11130
2021-06-18,Vancouver Island,422,296177,519.1428571428571,0.61,17.2,3601
2021-06-19,BC,5801,2870877,5455.428571428572,2.12,16.6,38188
2021-06-19,Fraser,2864,1300637,2460.1428571428573,2.29,13.6,17221
2021-06-19,Interior,643,301332,778.5714285714286,3.65,12.6,5450
2021-06-19,Northern,55,94238,100.85714285714286,3.12,24,706
2021-06-19,Unknown,5,20718,11.428571428571429,0,14.1,80
2021-06-19,Vancouver Coastal,1746,857287,1590,1.49,24,11130
2021-06-19,Vancouver Island,488,296665,514.4285714285714,0.69,24,3601
2021-06-20,BC,3308,2874185,5355.428571428572,2.1,11.2,37262
2021-06-20,Fraser,1566,1302203,2402.1428571428573,2.18,10.6,16376
2021-06-20,Interior,484,301816,762,3.71,9.9,4723
2021-06-20,Northern,127,94365,109.14285714285714,3.4,24,887
2021-06-20,Unknown,2,20720,10.571428571428571,0,7.3,85
2021-06-20,Vancouver Coastal,836,858123,1570.2857142857142,1.53,16.6,11934
2021-06-20,Vancouver Island,293,296958,501.2857142857143,0.68,17.5,3257
2021-06-21,BC,4479,2878664,5301.571428571428,1.94,11.9,37262
2021-06-21,Fraser,1887,1304090,2363.285714285714,1.95,12.4,16376
2021-06-21,Interior,724,302540,748,3.59,9.2,4723
2021-06-21,Northern,110,94475,116.14285714285714,3.81,8.5,887
2021-06-21,Unknown,16,20736,11.571428571428571,0,4.8,85
2021-06-21,Vancouver Coastal,1371,859494,1573.7142857142858,1.35,11.9,11934
2021-06-21,Vancouver Island,371,297329,488.85714285714283,0.73,16.7,3257
2021-06-22,BC,6535,2885199,5353.571428571428,1.83,19.7,37262
2021-06-22,Fraser,2853,1306943,2378.8571428571427,1.91,17.2,16376
2021-06-22,Interior,938,303478,733.7142857142857,3.41,13.2,4723
2021-06-22,Northern,66,94541,118.42857142857143,3.86,14,887
2021-06-22,Unknown,7,20743,9.857142857142858,0,10.1,85
2021-06-22,Vancouver Coastal,1968,861462,1617.142857142857,1.2,24,11934
2021-06-22,Vancouver Island,703,298032,495.57142857142856,0.66,24,3257
2021-06-23,BC,5863,2891062,5367.428571428572,1.66,16.1,37262
2021-06-23,Fraser,2695,1309638,2418.285714285714,1.8,14.3,16376
2021-06-23,Interior,755,304233,721.1428571428571,2.85,11.2,4723
2021-06-23,Northern,130,94671,103,4.16,24.7,887
2021-06-23,Unknown,6,20749,8.428571428571429,0,11.3,85
2021-06-23,Vancouver Coastal,1792,863254,1625.857142857143,1.08,24,11934
2021-06-23,Vancouver Island,485,298517,490.7142857142857,0.61,17.2,3257
2021-06-24,BC,6698,2897760,5461.428571428572,1.49,24,37262
2021-06-24,Fraser,2771,1312409,2436.714285714286,1.55,13.1,16376
2021-06-24,Interior,818,305051,731.5714285714286,2.54,15,4723
2021-06-24,Northern,141,94812,106.28571428571429,3.36,24.4,887
2021-06-24,Unknown,36,20785,11.857142857142858,0,6.3,85
2021-06-24,Vancouver Coastal,2332,865586,1694.7142857142858,0.99,24,11934
2021-06-24,Vancouver Island,600,299117,480.2857142857143,0.54,24,3257
2021-06-25,BC,5154,2902914,5405.428571428572,1.4,24,37262
2021-06-25,Fraser,2373,1314782,2429.8571428571427,1.51,14.6,16376
2021-06-25,Interior,563,305614,703.5714285714286,2.42,14.5,4723
2021-06-25,Northern,179,94991,115.42857142857143,2.1,24,887
2021-06-25,Unknown,12,20797,12,0,8.7,85
2021-06-25,Vancouver Coastal,1636,867222,1668.7142857142858,0.9,24,11934
2021-06-25,Vancouver Island,391,299508,475.85714285714283,0.6,24,3257
2021-06-26,BC,5225,2908139,5323.142857142857,1.34,24,37262
2021-06-26,Fraser,2231,1317013,2339.4285714285716,1.46,24,16376
2021-06-26,Interior,441,306055,674.7142857142857,2.33,22.5,4723
2021-06-26,Northern,134,95125,126.71428571428571,1.69,24,887
2021-06-26,Unknown,6,20803,12.142857142857142,0,14.8,85
2021-06-26,Vancouver Coastal,1999,869221,1704.857142857143,0.89,24,11934
2021-06-26,Vancouver Island,414,299922,465.2857142857143,0.58,24,3257
2021-06-27,BC,3399,2911538,5336.142857142857,1.31,15.3,32185
2021-06-27,Fraser,1703,1318716,2359,1.45,13.1,14799
2021-06-27,Interior,418,306473,665.2857142857143,2.3,13.5,4206
2021-06-27,Northern,89,95214,121.28571428571429,1.3,11.2,680
2021-06-27,Unknown,8,20811,13,0,22.1,169
2021-06-27,Vancouver Coastal,924,870145,1717.4285714285713,0.84,24,10429
2021-06-27,Vancouver Island,257,300179,460.14285714285717,0.59,24,1902
2021-06-28,BC,3541,2915079,5202.142857142857,1.28,13.9,32185
2021-06-28,Fraser,1410,1320126,2290.8571428571427,1.45,13.2,14799
2021-06-28,Interior,568,307041,643,2.29,11.1,4206
2021-06-28,Northern,81,95295,117.14285714285714,0.61,12.2,680
2021-06-28,Unknown,36,20847,15.857142857142858,0,34.8,169
2021-06-28,Vancouver Coastal,1207,871352,1694,0.83,18.7,10429
2021-06-28,Vancouver Island,239,300418,441.2857142857143,0.55,17.6,1902
2021-06-29,BC,5247,2920326,5018.142857142857,1.22,24,32185
2021-06-29,Fraser,2348,1322474,2218.714285714286,1.26,17.7,14799
2021-06-29,Interior,693,307734,608,2.4,16.6,4206
2021-06-29,Northern,97,95392,121.57142857142857,0.47,24,680
2021-06-29,Unknown,15,20862,17,0,26,169
2021-06-29,Vancouver Coastal,1753,873105,1663.2857142857142,0.87,24,10429
2021-06-29,Vancouver Island,341,300759,389.57142857142856,0.51,24,1902
2021-06-30,BC,5259,2925585,4931.857142857143,1.18,11.5,32185
2021-06-30,Fraser,2436,1324910,2181.714285714286,1.13,11.6,14799
2021-06-30,Interior,877,308611,625.4285714285714,2.65,10.1,4206
2021-06-30,Northern,140,95532,123,0.46,11.1,680
2021-06-30,Unknown,11,20873,17.714285714285715,0,8.7,169
2021-06-30,Vancouver Coastal,1576,874681,1632.4285714285713,0.77,12.6,10429
2021-06-30,Vancouver Island,219,300978,351.57142857142856,0.49,9.6,1902
2021-07-01,BC,6326,2931911,4878.714285714285,1.11,12.2,32185
2021-07-01,Fraser,2716,1327626,2173.8571428571427,1.05,11.7,14799
2021-07-01,Interior,642,309253,600.2857142857143,2.62,10.2,4206
2021-07-01,Northern,94,95626,116.28571428571429,0.37,10.1,680
2021-07-01,Unknown,51,20924,19.857142857142858,0,11.4,169
2021-07-01,Vancouver Coastal,2196,876877,1613,0.8,12.5,10429
2021-07-01,Vancouver Island,627,301605,355.42857142857144,0.44,19.7,1902
2021-07-02,BC,4302,2936213,4757,1.08,9.9,32185
2021-07-02,Fraser,2046,1329672,2127.1428571428573,0.99,10.4,14799
2021-07-02,Interior,513,309766,593.1428571428571,2.72,8.2,4206
2021-07-02,Northern,79,95705,102,0.56,8,680
2021-07-02,Unknown,35,20959,23.142857142857142,0,10.6,169
2021-07-02,Vancouver Coastal,1521,878398,1596.5714285714287,0.7,9.7,10429
2021-07-02,Vancouver Island,108,301713,315,0.41,10.5,1902
2021-07-03,BC,4111,2940324,4597.857142857143,1.02,10.4,32185
2021-07-03,Fraser,2140,1331812,2114.1428571428573,0.88,10.4,14799
2021-07-03,Interior,495,310261,600.8571428571429,2.76,9.1,4206
2021-07-03,Northern,100,95805,97.14285714285714,0.59,12.3,680
2021-07-03,Unknown,13,20972,24.142857142857142,0,7.5,169
2021-07-03,Vancouver Coastal,1252,879650,1489.857142857143,0.62,10.6,10429
2021-07-03,Vancouver Island,111,301824,271.7142857142857,0.37,11.9,1902
2021-07-04,BC,4432,2944756,4745.428571428572,0.92,11.4,42747
2021-07-04,Fraser,2051,1333863,2163.8571428571427,0.78,10.6,19316
2021-07-04,Interior,480,310741,609.7142857142857,2.6,8.2,5415
2021-07-04,Northern,87,95892,96.85714285714286,0.74,10.6,771
2021-07-04,Unknown,53,21025,30.571428571428573,0,13.6,244
2021-07-04,Vancouver Coastal,1097,880747,1514.5714285714287,0.58,10.7,13379
2021-07-04,Vancouver Island,664,302488,329.85714285714283,0.26,41,3622
2021-07-05,BC,5122,2949878,4971.285714285715,0.93,10.4,42747
2021-07-05,Fraser,2152,1336015,2269.8571428571427,0.79,10.8,19316
2021-07-05,Interior,900,311641,657.1428571428571,2.48,8.8,5415
2021-07-05,Northern,70,95962,95.28571428571429,0.9,8.5,771
2021-07-05,Unknown,58,21083,33.714285714285715,0,12.7,244
2021-07-05,Vancouver Coastal,1524,882271,1559.857142857143,0.6,10.2,13379
2021-07-05,Vancouver Island,418,302906,355.42857142857144,0.24,17.4,3622
2021-07-06,BC,6022,2955900,5082,0.92,11,42747
2021-07-06,Fraser,2681,1338696,2317.4285714285716,0.77,11.2,19316
2021-07-06,Interior,830,312471,676.7142857142857,2.41,9.1,5415
2021-07-06,Northern,113,96075,97.57142857142857,1.02,9.7,771
2021-07-06,Unknown,22,21105,34.714285714285715,0,6.9,244
2021-07-06,Vancouver Coastal,1917,884188,1583.2857142857142,0.62,11.6,13379
2021-07-06,Vancouver Island,459,303365,372.2857142857143,0.35,15,3622
2021-07-07,BC,6898,2962798,5316.142857142857,0.95,11.3,42747
2021-07-07,Fraser,3065,1341761,2407.285714285714,0.75,11.3,19316
2021-07-07,Interior,993,313464,693.2857142857143,2.33,11.6,5415
2021-07-07,Northern,141,96216,97.71428571428571,1.17,11.8,771
2021-07-07,Unknown,53,21158,40.714285714285715,0,10,244
2021-07-07,Vancouver Coastal,1998,886186,1643.5714285714287,0.66,10.1,13379
2021-07-07,Vancouver Island,648,304013,433.57142857142856,0.66,17.8,3622
2021-07-08,BC,6926,2969724,5401.857142857143,0.93,10.4,42747
2021-07-08,Fraser,3069,1344830,2457.714285714286,0.7,10.2,19316
2021-07-08,Interior,900,314364,730.1428571428571,2.39,10.3,5415
2021-07-08,Northern,111,96327,100.14285714285714,1.14,12.8,771
2021-07-08,Unknown,11,21169,35,0,8.8,244
2021-07-08,Vancouver Coastal,2319,888505,1661.142857142857,0.6,10.6,13379
2021-07-08,Vancouver Island,516,304529,417.7142857142857,0.79,17.7,3622
2021-07-09,BC,6564,2976288,5725,0.92,10.3,42747
2021-07-09,Fraser,3156,1347986,2616.285714285714,0.65,10,19316
2021-07-09,Interior,707,315071,757.8571428571429,2.36,9.2,5415
2021-07-09,Northern,124,96451,106.57142857142857,0.94,10.3,771
2021-07-09,Unknown,25,21194,33.57142857142857,0,10.7,244
2021-07-09,Vancouver Coastal,2280,890785,1769.5714285714287,0.69,11.5,13379
2021-07-09,Vancouver Island,272,304801,441.14285714285717,0.74,10.8,3622
2021-07-10,BC,6783,2983071,6106.714285714285,0.9,12.1,42747
2021-07-10,Fraser,3142,1351128,2759.4285714285716,0.65,11,19316
2021-07-10,Interior,605,315676,773.5714285714286,2.25,14.5,5415
2021-07-10,Northern,125,96576,110.14285714285714,0.91,24,771
2021-07-10,Unknown,22,21216,34.857142857142854,0,7.2,244
2021-07-10,Vancouver Coastal,2244,893029,1911.2857142857142,0.7,12.2,13379
2021-07-10,Vancouver Island,645,305446,517.4285714285714,0.77,19.5,3622
2021-07-11,BC,4836,2987907,6164.428571428572,0.91,11.5,45959
2021-07-11,Fraser,2183,1353311,2778.285714285714,0.62,10.5,22032
2021-07-11,Interior,545,316221,782.8571428571429,2.24,11.9,5716
2021-07-11,Northern,60,96636,106.28571428571429,0.81,5.2,879
2021-07-11,Unknown,8,21224,28.428571428571427,0,6.7,122
2021-07-11,Vancouver Coastal,1622,894651,1986.2857142857142,0.77,16.9,14124
2021-07-11,Vancouver Island,418,305864,482.2857142857143,0.8,18.2,3086
2021-07-12,BC,5300,2993207,6189.857142857143,0.87,10.5,45959
2021-07-12,Fraser,2349,1355660,2806.4285714285716,0.61,10.9,22032
2021-07-12,Interior,825,317046,772.1428571428571,2.2,10.3,5716
2021-07-12,Northern,97,96733,110.14285714285714,0.52,19,879
2021-07-12,Unknown,20,21244,23,0,6.3,122
2021-07-12,Vancouver Coastal,1677,896328,2008.142857142857,0.73,10.2,14124
2021-07-12,Vancouver Island,332,306196,470,0.76,12.4,3086
2021-07-13,BC,7131,3000338,6348.285714285715,0.81,11.3,45959
2021-07-13,Fraser,3187,1358847,2878.714285714286,0.59,11.6,22032
2021-07-13,Interior,1040,318086,802.1428571428571,2.03,10,5716
2021-07-13,Northern,186,96919,120.57142857142857,0.59,13.7,879
2021-07-13,Unknown,6,21250,20.714285714285715,0,8,122
2021-07-13,Vancouver Coastal,2105,898433,2035,0.65,10.1,14124
2021-07-13,Vancouver Island,607,306803,491.14285714285717,0.64,16.7,3086
2021-07-14,BC,7633,3007971,6453.285714285715,0.76,11.3,45959
2021-07-14,Fraser,3636,1362483,2960.285714285714,0.56,11,22032
2021-07-14,Interior,881,318967,786.1428571428571,2,12.8,5716
2021-07-14,Northern,146,97065,121.28571428571429,0.59,9.7,879
2021-07-14,Unknown,38,21288,18.571428571428573,0,7.1,122
2021-07-14,Vancouver Coastal,2323,900756,2081.4285714285716,0.64,11.5,14124
2021-07-14,Vancouver Island,609,307412,485.57142857142856,0.53,16,3086
2021-07-15,BC,7789,3015760,6576.571428571428,0.75,11,45959
2021-07-15,Fraser,3824,1366307,3068.1428571428573,0.54,10.5,22032
2021-07-15,Interior,936,319903,791.2857142857143,2.09,11.1,5716
2021-07-15,Northern,139,97204,125.28571428571429,0.68,11,879
2021-07-15,Unknown,18,21306,19.571428571428573,0,10.6,122
2021-07-15,Vancouver Coastal,2325,903081,2082.285714285714,0.61,11.5,14124
2021-07-15,Vancouver Island,547,307959,490,0.5,16.7,3086
2021-07-16,BC,6210,3021970,6526,0.76,10.7,45959
2021-07-16,Fraser,3262,1369569,3083.285714285714,0.56,10.8,22032
2021-07-16,Interior,840,320743,810.2857142857143,2.1,10.1,5716
2021-07-16,Northern,99,97303,121.71428571428571,1.17,5.9,879
2021-07-16,Unknown,9,21315,17.285714285714285,0,34.6,122
2021-07-16,Vancouver Coastal,1727,904808,2003.2857142857142,0.58,11.7,14124
2021-07-16,Vancouver Island,273,308232,490.14285714285717,0.5,9.9,3086
2021-07-17,BC,7060,3029030,6565.571428571428,0.8,11,45959
2021-07-17,Fraser,3591,1373160,3147.4285714285716,0.59,10.9,22032
2021-07-17,Interior,649,321392,816.5714285714286,2.24,10.1,5716
2021-07-17,Northern,152,97455,125.57142857142857,1.48,21.2,879
2021-07-17,Unknown,23,21338,17.428571428571427,0,8.5,122
2021-07-17,Vancouver Coastal,2345,907153,2017.7142857142858,0.57,14,14124
2021-07-17,Vancouver Island,300,308532,440.85714285714283,0.42,13.6,3086
2021-07-18,BC,6418,3035448,6791.571428571428,0.81,12.3,53304
2021-07-18,Fraser,2967,1376127,3259.4285714285716,0.64,10.6,25517
2021-07-18,Interior,538,321930,815.5714285714286,2.29,10.4,6215
2021-07-18,Northern,94,97549,130.42857142857142,1.53,8.3,998
2021-07-18,Unknown,20,21358,19.142857142857142,0,7.2,184
2021-07-18,Vancouver Coastal,1929,909082,2061.5714285714284,0.55,15.5,15911
2021-07-18,Vancouver Island,870,309402,505.42857142857144,0.4,41.7,4479
2021-07-19,BC,7525,3042973,7109.428571428572,0.85,10.3,53304
2021-07-19,Fraser,3450,1379577,3416.714285714286,0.65,10.7,25517
2021-07-19,Interior,952,322882,833.7142857142857,2.66,7.8,6215
2021-07-19,Northern,138,97687,136.28571428571428,1.57,14.7,998
2021-07-19,Unknown,46,21404,22.857142857142858,0,9.4,184
2021-07-19,Vancouver Coastal,2335,911417,2155.5714285714284,0.53,9.9,15911
2021-07-19,Vancouver Island,604,310006,544.2857142857143,0.42,17.7,4479
2021-07-20,BC,9255,3052228,7412.857142857143,0.89,11,53304
2021-07-20,Fraser,4481,1384058,3601.5714285714284,0.64,11.2,25517
2021-07-20,Interior,1205,324087,857.2857142857143,2.88,9,6215
2021-07-20,Northern,158,97845,132.28571428571428,1.4,9.2,998
2021-07-20,Unknown,26,21430,25.714285714285715,0,4.1,184
2021-07-20,Vancouver Coastal,2694,914111,2239.714285714286,0.61,10.8,15911
2021-07-20,Vancouver Island,691,310697,556.2857142857143,0.49,15.7,4479
2021-07-21,BC,7301,3059529,7365.428571428572,0.96,11,53304
2021-07-21,Fraser,3614,1387672,3598.4285714285716,0.69,10.9,25517
2021-07-21,Interior,920,325007,862.8571428571429,3.18,9.6,6215
2021-07-21,Northern,177,98022,136.71428571428572,1.15,15.3,998
2021-07-21,Unknown,16,21446,22.571428571428573,0,6.7,184
2021-07-21,Vancouver Coastal,2040,916151,2199.285714285714,0.68,10.9,15911
2021-07-21,Vancouver Island,534,311231,545.5714285714286,0.39,17.6,4479
2021-07-22,BC,8215,3067744,7426.285714285715,1.09,10.4,53304
2021-07-22,Fraser,4063,1391735,3632.5714285714284,0.74,10.7,25517
2021-07-22,Interior,1035,326042,877,3.78,8.8,6215
2021-07-22,Northern,115,98137,133.28571428571428,1.39,5.2,998
2021-07-22,Unknown,16,21462,22.285714285714285,0,9.2,184
2021-07-22,Vancouver Coastal,2326,918477,2199.4285714285716,0.73,10.8,15911
2021-07-22,Vancouver Island,660,311891,561.7142857142857,0.51,15.5,4479
2021-07-23,BC,7655,3075399,7632.714285714285,1.12,11.2,53304
2021-07-23,Fraser,3588,1395323,3679.1428571428573,0.72,10.8,25517
2021-07-23,Interior,798,326840,871,4.15,10.6,6215
2021-07-23,Northern,195,98332,147,0.97,17.1,998
2021-07-23,Unknown,45,21507,27.428571428571427,0,11.6,184
2021-07-23,Vancouver Coastal,2406,920883,2296.4285714285716,0.73,11.6,15911
2021-07-23,Vancouver Island,623,312514,611.7142857142857,0.63,17.2,4479
2021-07-24,BC,6935,3082334,7614.857142857143,1.18,13.7,53304
2021-07-24,Fraser,3354,1398677,3645.285714285714,0.68,12.6,25517
2021-07-24,Interior,767,327607,887.8571428571429,4.51,20.6,6215
2021-07-24,Northern,121,98453,142.57142857142858,1,5.5,998
2021-07-24,Unknown,15,21522,26.285714285714285,0,8.3,184
2021-07-24,Vancouver Coastal,2181,923064,2273,0.77,14,15911
2021-07-24,Vancouver Island,497,313011,639.8571428571429,0.71,17.2,4479
2021-07-25,BC,4906,3087240,7398.857142857143,1.31,11.1,54033
2021-07-25,Fraser,2373,1401050,3560.4285714285716,0.71,10.5,25251
2021-07-25,Interior,600,328207,896.7142857142857,5.21,17.5,7422
2021-07-25,Northern,96,98549,142.85714285714286,1.1,14.9,1005
2021-07-25,Unknown,8,21530,24.571428571428573,0,8,164
2021-07-25,Vancouver Coastal,1419,924483,2200.1428571428573,0.79,13.3,15874
2021-07-25,Vancouver Island,410,313421,574.1428571428571,0.82,15.8,4317
2021-07-26,BC,5808,3093048,7153.571428571428,1.48,11.2,54033
2021-07-26,Fraser,2585,1403635,3436.8571428571427,0.76,10.8,25251
2021-07-26,Interior,1044,329251,909.8571428571429,5.9,12.9,7422
2021-07-26,Northern,125,98674,141,1.62,6.9,1005
2021-07-26,Unknown,26,21556,21.714285714285715,0,14.6,164
2021-07-26,Vancouver Coastal,1549,926032,2087.8571428571427,0.83,12,15874
2021-07-26,Vancouver Island,479,313900,556.2857142857143,0.92,15.8,4317
2021-07-27,BC,8821,3101869,7091.571428571428,1.73,12.5,54033
2021-07-27,Fraser,4132,1407767,3387,0.85,11.7,25251
2021-07-27,Interior,1166,330417,904.2857142857143,7.24,15.8,7422
2021-07-27,Northern,159,98833,141.14285714285714,1.92,11.3,1005
2021-07-27,Unknown,30,21586,22.285714285714285,0,10.6,164
2021-07-27,Vancouver Coastal,2737,928769,2094,0.84,13.7,15874
2021-07-27,Vancouver Island,597,314497,542.8571428571429,1.13,16.3,4317
2021-07-28,BC,7622,3109491,7137.428571428572,1.98,11.2,54033
2021-07-28,Fraser,3388,1411155,3354.714285714286,1,10.1,25251
2021-07-28,Interior,1301,331718,958.7142857142857,7.88,19.1,7422
2021-07-28,Northern,136,98969,135.28571428571428,2.22,12.2,1005
2021-07-28,Unknown,23,21609,23.285714285714285,0,10.6,164
2021-07-28,Vancouver Coastal,2133,930902,2107.285714285714,0.92,11.4,15874
2021-07-28,Vancouver Island,641,315138,558.1428571428571,1.38,14.6,4317
2021-07-29,BC,9503,3118994,7321.428571428572,2.2,11.2,54033
2021-07-29,Fraser,4593,1415748,3430.4285714285716,1.12,10.3,25251
2021-07-29,Interior,1249,332967,989.2857142857143,8.62,13,7422
2021-07-29,Northern,130,99099,137.42857142857142,2.6,11.7,1005
2021-07-29,Unknown,43,21652,27.142857142857142,0,8.8,164
2021-07-29,Vancouver Coastal,2800,933702,2175,0.99,12.8,15874
2021-07-29,Vancouver Island,688,315826,562.1428571428571,1.58,15.6,4317
2021-07-30,BC,9183,3128177,7539.714285714285,2.3,11.9,54033
2021-07-30,Fraser,4442,1420190,3552.4285714285716,1.19,10.6,25251
2021-07-30,Interior,957,333924,1012,8.88,17.9,7422
2021-07-30,Northern,215,99314,140.28571428571428,2.55,25.5,1005
2021-07-30,Unknown,16,21668,23,0,9.7,164
2021-07-30,Vancouver Coastal,2681,936383,2214.285714285714,1.1,11.4,15874
2021-07-30,Vancouver Island,872,316698,597.7142857142857,1.77,15.8,4317
2021-07-31,BC,8190,3136367,7719,2.46,15.3,54033
2021-07-31,Fraser,3738,1423928,3607.285714285714,1.27,13.2,25251
2021-07-31,Interior,1105,335029,1060.2857142857142,9.38,25.8,7422
2021-07-31,Northern,144,99458,143.57142857142858,2.59,26.1,1005
2021-07-31,Unknown,18,21686,23.428571428571427,0,9.9,164
2021-07-31,Vancouver Coastal,2555,938938,2267.714285714286,1.22,13.5,15874
2021-07-31,Vancouver Island,630,317328,616.7142857142857,1.74,15.3,4317
2021-08-01,BC,6452,3142819,7939.857142857143,2.58,12.9,65095
2021-08-01,Fraser,3082,1427010,3708.5714285714284,1.31,11.4,29511
2021-08-01,Interior,960,335989,1111.7142857142858,9.71,27.4,10628
2021-08-01,Northern,93,99551,143.14285714285714,2.89,4.5,1286
2021-08-01,Unknown,4,21690,22.857142857142858,0,5.4,147
2021-08-01,Vancouver Coastal,1781,940719,2319.4285714285716,1.23,11.3,18320
2021-08-01,Vancouver Island,532,317860,634.1428571428571,1.96,15.4,5203
2021-08-02,BC,7215,3150034,8140.857142857143,2.66,12.6,65095
2021-08-02,Fraser,3265,1430275,3805.714285714286,1.4,11,29511
2021-08-02,Interior,981,336970,1102.7142857142858,9.95,26.8,10628
2021-08-02,Northern,180,99731,151,3.88,24.6,1286
2021-08-02,Unknown,16,21706,21.428571428571427,0,7.2,147
2021-08-02,Vancouver Coastal,2153,942872,2405.714285714286,1.32,13.4,18320
2021-08-02,Vancouver Island,620,318480,654.2857142857143,1.99,15.7,5203
2021-08-03,BC,8006,3158040,8024.428571428572,2.88,12.4,65095
2021-08-03,Fraser,3297,1433572,3686.4285714285716,1.52,10.8,29511
2021-08-03,Interior,1296,338266,1121.2857142857142,10.22,22.5,10628
2021-08-03,Northern,137,99868,147.85714285714286,5.22,12.2,1286
2021-08-03,Unknown,33,21739,21.857142857142858,0,10.6,147
2021-08-03,Vancouver Coastal,2590,945462,2384.714285714286,1.45,11.1,18320
2021-08-03,Vancouver Island,653,319133,662.2857142857143,2.35,17.3,5203
2021-08-04,BC,10114,3168154,8380.42857142857,3.08,14.2,65095
2021-08-04,Fraser,4431,1438003,3835.4285714285716,1.51,11.8,29511
2021-08-04,Interior,1816,340082,1194.857142857143,11.1,28.7,10628
2021-08-04,Northern,200,100068,157,6.46,9.3,1286
2021-08-04,Unknown,29,21768,22.714285714285715,0,9.6,147
2021-08-04,Vancouver Coastal,2810,948272,2481.4285714285716,1.51,13.7,18320
2021-08-04,Vancouver Island,828,319961,689,2.49,15.6,5203
2021-08-05,BC,11748,3179902,8701.142857142857,3.36,15.6,65095
2021-08-05,Fraser,5437,1443440,3956,1.54,12.4,29511
2021-08-05,Interior,2033,342115,1306.857142857143,11.92,24.3,10628
2021-08-05,Northern,247,100315,173.71428571428572,7.65,12.1,1286
2021-08-05,Unknown,25,21793,20.142857142857142,0,5.5,147
2021-08-05,Vancouver Coastal,3048,951320,2516.8571428571427,1.66,13,18320
